id,conversation_id,content,machine,failed_responding,flagged,created_at,ordinality,token_size
jneg5GmKGbwZ,VWPe9MXGJeLy,At what time will the onboarding start?,0,0,0,2024-05-06 06:36:44,1,9
olej2kpMPejN,VWPe9MXGJeLy,"The onboarding process is scheduled to start on Monday, May 6, 2024. Specific timing details are not provided in the information available. If you need further assistance or specific timing details, we recommend reaching out to ALX Africa's team directly at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-05-06 06:36:45,2,70
pnelOY1OgdKB,W4QbYRK72dzq,"Hello, what can I do for you?",1,0,0,2024-03-09 11:20:18,0,9
MvbmwZ5w9eYA,W4QbYRK72dzq,I cant resubmit my milestone project it is showing an error message,0,0,0,2024-03-09 11:20:20,1,14
openZ51ZWe7A,W4QbYRK72dzq,"I'm sorry to hear that you're experiencing difficulties with resubmitting your milestone project. If you're encountering an error message while trying to resubmit, please ensure that you have followed the correct steps outlined in our knowledge base. 

If you're still unable to proceed, I recommend reaching out to our support team for further assistance. You can contact them at [ALX Africa Support Team](https://alxprograms.zendesk.com/hc/en-gb/requests/new). They will be able to provide you with more personalized help to resolve the issue you are facing.",1,0,0,2024-03-09 11:20:21,2,118
9wdLg8kwgbjP,wMvbmg3lGeYA,#Announcement channel,0,0,0,2024-03-13 15:37:26,1,4
N1aMjQlxQbWm,wMvbmg3lGeYA,"When you join the portal, you will be automatically added to the Announcement channel. This channel communicates essential weekly information updates, such as weekly schedules and live session reminders. It is a read-only channel, and you cannot engage or react to content here. Remember to regularly check the Announcements channel for updates.",1,0,0,2024-03-13 15:37:27,2,61
YqaQ10pB7anj,wMvbmg3lGeYA,give me the link or where to find it,0,0,0,2024-03-13 15:37:44,3,9
APdRgoqDLeGy,wMvbmg3lGeYA,"You can access the AI Toolkit by clicking on the AI toolkit link in your module. You will receive a prompt asking you to make a copy. Please make a copy and rename the document to [Your name] copy of AI Toolkit. Here are some images to guide you:

<img src=""image_link_here"" alt=""AI Toolkit Image"">

If you encounter any difficulties, please reach out to us at [ALX Africa's support team](https://alxprograms.zendesk.com/hc/en-gb/requests/new) for further assistance.",1,0,0,2024-03-13 15:37:45,4,110
MvbmZloJGdYA,yJrb2oBDjdWL,"Hello, what can I do for you?",1,0,0,2024-03-04 19:28:46,0,9
open5npK7d7A,yJrb2oBDjdWL,I tried clicking on the remove button to upload a new file but it is not working,0,0,0,2024-03-04 19:28:48,1,17
Jxbo2pqLXagw,yJrb2oBDjdWL,"To upload a new file for your milestone submission, you need to follow these steps:

1. Ensure you have the correct file ready for submission.
2. Access the submission portal.
3. Upload the correct file by clicking on the upload button.
4. Before uploading the new file, you must remove the previous file by clicking on the remove button.
5. Please note that the system only allows the upload of one file, so make sure you have the correct one ready for submission.

If you encounter any issues with the remove button, please try refreshing the page or clearing your browser cache. If the problem persists, please reach out to our support team for further assistance.",1,0,0,2024-03-04 19:28:49,2,134
y1aKrKn4xeQG,yJrb2oBDjdWL,Thank you..,0,0,0,2024-03-04 19:29:39,3,3
9wdL9Mo4rejP,yJrb2oBDjdWL,"I see that you are facing an issue with the remove button while trying to upload a new file for your milestone submission. If the remove button is not working as expected, I recommend refreshing the page or clearing your browser cache to see if that resolves the problem. If the issue persists, please feel free to reach out to our support team for further assistance. Thank you.",1,0,0,2024-03-04 19:29:40,4,74
w9aADv9WjevM,yJrb2r4MvbWL,"Hello, what can I do for you?",1,0,0,2024-02-13 17:30:08,0,9
JxboYn0ZKegw,yJrb2Pv4veWL,"Hello, what can I do for you?",1,0,0,2024-04-20 06:55:37,0,9
8mepgoqZ6dMy,yJrb2Pv4veWL,Is there certificate,0,0,0,2024-04-20 06:55:38,1,3
4zbqjprQrdpr,yJrb2Pv4veWL,"Yes, upon successful completion of the AiCE program, you will receive a certificate. To graduate from the program, you must update us on your employment status, complete and submit all weekly tests and milestones, and complete all your assigned peer reviews.",1,0,0,2024-04-20 06:55:39,2,49
46dBBwR9od79,yJrb2r4MvbWL,How can I log in Savanna?,0,0,0,2024-02-13 17:30:09,1,8
BDbDkyJWkal2,yJrb2r4MvbWL,"To log in to Savanna, you can access it through the learning tab on The ALX Community Portal. Once you click on the learning tab, select your ALX program (AI Career Essentials), and it will redirect you to your Savanna account where you can access all the AiCE learning content.",1,0,0,2024-02-13 17:30:10,2,61
pmbkRp1nNazJ,1YQdJ13plbOG,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-02-11 14:43:39,0,18
pnelYq1ogaKB,1YQdJ13plbOG,I'm new to ALX and i didn't understand how peer grading works?,0,0,0,2024-02-11 14:43:41,1,16
MvbmZr5p9dYA,1YQdJ13plbOG,"Peer grading is an essential part of the ALX program. It involves fellow learners evaluating and providing feedback on each other's milestones. The process allows for a collaborative learning environment and helps in assessing your understanding of the course material. 

Here's how peer grading works:
1. After submitting your milestone before the deadline, you will be assigned a peer to grade your work.
2. To find out if a peer has been assigned to you, you can click on the specific milestone you submitted.
3. On Kritik, you can see if you have been assigned a peer to grade your work.
4. Once you have completed your assigned peer evaluation, you will see a checkmark next to the assigned peer's name on Canvas.
5. The ALX team reviews all grades during the transition week.

If you feel that your peer has graded you incorrectly, you can dispute the grade on Kritik. However, please note that you cannot change grades on Kritik yourself. The ALX team will review all disputed grades and non-graded milestones.

Please let me know if there's anything else I can assist you with!",1,0,0,2024-02-11 14:43:42,2,227
YQdJZjYg2dOG,1YQdJgmEJeOG,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-01 03:40:59,0,28
y1aKOkYjRaQG,1YQdJgmEJeOG,FAQ abour AICEs,0,0,0,2024-05-01 03:41:00,1,6
9wdLglYkwbjP,1YQdJgmEJeOG,"Thank you for providing the details from the knowledge base. Before we proceed, could you please specify which ALX program you are inquiring about? This will help us tailor our response to better assist you.",1,0,0,2024-05-01 03:41:01,2,41
3YaO7oEnpaxq,1YQdJgmEJeOG,AICEs,0,0,0,2024-05-01 03:41:18,3,3
WZdP1pMoweKg,1YQdJgmEJeOG,Thank you for providing details about the AiCE program. How can we assist you further with your inquiries regarding the AiCE program or any specific aspect of it?,1,0,0,2024-05-01 03:41:19,4,32
4QbY6BQAKdzq,1YQdJgmEJeOG,FAQs about the programm,0,0,0,2024-05-01 03:41:43,5,5
oQeZ4DwBJbpZ,1YQdJgmEJeOG,"Thank you for providing details from the knowledge base. Before we proceed, could you please specify which ALX program you are inquiring about? This will help us tailor our response to better assist you.",1,0,0,2024-05-01 03:41:44,6,40
JxboYkglLegw,1YQdJwO6veOG,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-09 19:12:15,0,28
MYer0nloLbOB,1YQdJwO6veOG,AICE program. I can’t edit my legal name on the portal,0,0,0,2024-05-09 19:12:17,1,14
l9avgrpvnbG1,1YQdJwO6veOG,"To update your legal name on the portal, you can directly make changes to your basic profile information like your first, middle, or last names within the student portal. Simply log in, navigate to your profile, and click on ""edit"" to adjust the name fields. Please note that modifications to sections such as Education and Country are not editable. 

If you encounter any challenges updating your legal name, especially on platforms like Savanna and Transcript, it's advisable to escalate the issue to our support team by submitting a ticket through the provided webform. Remember to include the exact full name you wish to be reflected in the following format: First Name, Middle Name, Last Name. We are here to assist you throughout this process.",1,0,0,2024-05-09 19:12:18,2,146
olej2N99yejN,1YQdJwO6veOG,"Aice program. I saw a notice that if a update are needed on my legal name, I should ask staff for assistance.",0,0,0,2024-05-09 19:13:50,3,26
pmbk5N00JezJ,1YQdJwO6veOG,"For any updates required on your legal name, including changes on certificates, transcripts, intranet profiles, or other platforms, our support staff can assist you with backend fixes. Once the necessary adjustments have been made, you will receive an email confirmation notifying you that your updated legal name has been successfully updated across the relevant systems. 

If you encounter any challenges or need further assistance with your name change request, please do not hesitate to reach out to our support team for prompt help. We are here to ensure that your details are accurately reflected in all the necessary areas.",1,0,0,2024-05-09 19:13:51,4,113
nXe0gjo13dxr,4open1QL4d7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-18 10:59:48,0,28
jneg5WDrDbwZ,4open1QL4d7A,The information in the personal detail is not correct,0,0,0,2024-05-18 10:59:50,1,9
olej2WgxBejN,4open1QL4d7A,"Thank you for reaching out. To better assist you, could you please specify which program you are referring to within ALX Africa? This information will help us provide you with more accurate guidance.",1,0,0,2024-05-18 10:59:51,2,38
GRb48nvgkbBL,4open1QL4d7A,Learning management system,0,0,0,2024-05-18 11:01:14,3,3
M7e58owjAd2v,4open1QL4d7A,"Thank you for sharing the details from the knowledge base. It seems you are inquiring about the Learning Management System (LMS) used in the ALX AiCE program. Our LMS is called Savanna, where you will access all the learning materials embedded in the ALX Community Portal under the Learning tab. Savanna provides a dynamic learning experience and is designed to enhance your learning journey through interactive features and easy access to course content.

To ensure a seamless learning experience, we recommend logging in to Savanna by following the steps outlined in the provided documents. By accessing Savanna, you will be able to explore the learning content, unlock new courses and milestones weekly, and engage with your peers and instructors through discussion prompts.

If you have any specific questions or need further assistance regarding the Savanna LMS or your learning experience, feel free to ask. We are here to support you throughout your learning journey.",1,0,0,2024-05-18 11:01:15,4,182
LDdwjk0qRb1Y,4open9K0Pd7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-24 16:57:53,0,28
X7axGl6r9eyv,4open9K0Pd7A,Am in the AICE program and am really enjoying the experience so far so good but I have health issues that are slowing me down currently. Is it possible to put it on hold and resume later.,0,0,0,2024-03-24 16:57:56,1,40
zPdy8mwv7bQr,4open9K0Pd7A,"I'm sorry to hear about your health issues. If you are facing challenges that are affecting your participation in the AiCE program, you have the option to defer and rejoin a future cohort. By deferring, you can pause your learning journey and resume it at a later time. To initiate the deferment process, you can log into Savanna and follow the steps outlined below:

1. Click on 'Defer to another cohort' and a new pop-up will appear.
2. Ensure not to edit the 'Curriculum', 'Cohort', and 'Period' fields. Leave them as they are.
3. Check the two boxes at the bottom left corner to confirm your deferment.
4. Click on the 'Request deferment' button in red to complete the process.

This way, you can take the time you need to focus on your health and return to the program when you are ready. If you require further assistance or encounter any issues during the deferment process, feel free to reach out to us at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-03-24 16:57:57,2,225
xkazmn6D8eJ0,4open9K0Pd7A,I can't find the defer option,0,0,0,2024-03-24 17:01:45,3,7
w9aAnm6zzbvM,4open9K0Pd7A,"I understand that you are looking for the deferment option in the AiCE program. Unfortunately, formal deferments are not possible at this time for individual delays due to capacity constraints. If you are unable to participate currently, your options are to either withdraw or explore potential special arrangements. 

If you choose to withdraw, please be aware of the following:
- The withdrawal action is irreversible, and all your account details and progress will be deleted.
- Access to program platforms and communities, including Slack and peer circles, will be lost.
- You can initiate the withdrawal process by clicking ""Get Support"" in your student portal and selecting the withdraw option.

After withdrawal, you would need to reapply for a future cohort when applications reopen, typically in 4-6 months as per the program website updates. While I understand that deferment denial may be disappointing, individual postponements cannot be accommodated at this time due to high program demand. If you require further assistance in evaluating your options or navigating the withdrawal process, please feel free to reach out. I am here to support you through the necessary steps. Let me know if you have any other questions or need clarification.",1,0,0,2024-03-24 17:01:46,4,233
YQdJZP8wDdOG,4open9K0Pd7A,At the moment mentally and healthwise am not in a space to continue with the program. I have really enjoyed the space and would appreciate another opportunity to participate in another cohort when am physically healthy.,0,0,0,2024-03-24 17:04:21,5,39
y1aKO68xraQG,4open9K0Pd7A,"I understand that you are currently facing challenges that are impacting your ability to continue with the program. We value your commitment and enthusiasm for the program. 

If you are seeking to defer your enrollment to a future cohort due to health reasons, please note that formal deferments are only considered during the first two weeks of the program. If you are beyond this timeframe, you may need to withdraw and reapply when you are ready to participate in a future cohort. 

Your well-being is a priority, and we want to ensure that you can fully engage in the program when you are in a better state of health. If you need further assistance or have any questions about the process, please feel free to reach out to our support team at https://alxprograms.zendesk.com/hc/en-gb/requests/new. We are here to support you through this journey and help you navigate your options.",1,0,0,2024-03-24 17:04:22,6,180
M7e58W7J8d2v,4open9K0Pd7A,Okey thank you for the sugestions and support.,0,0,0,2024-03-24 17:25:31,7,12
K9b660WLRbEv,4open9K0Pd7A,"I'm glad to hear that you found the suggestions and support helpful. If you have any more questions or need further assistance, feel free to reach out to our support team at https://alxprograms.zendesk.com/hc/en-gb/requests/new. We are here to help you every step of the way. Remember, your well-being and success are important to us.",1,0,0,2024-03-24 17:25:32,8,77
QBeX66oGAbyK,4openjZ5De7A,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-03-10 11:24:37,0,18
4QbY66vJndzq,4openjZ5De7A,What about person help me in week,0,0,0,2024-03-10 11:24:38,1,7
oQeZ44VKRbpZ,4openjZ5De7A,"In week 1, we have dedicated resources and support available to assist you with any challenges you may encounter. Whether it's understanding the materials, completing tasks, or seeking guidance, our team is here to help you every step of the way. If you require further assistance, please feel free to reach out to us at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-03-10 11:24:39,2,82
xkazmmKDmeJ0,4openjZ5De7A,How can get a help with person member for last week learning aice,0,0,0,2024-03-10 11:25:44,3,14
w9aAnnPzPbvM,4openjZ5De7A,"I'm here to assist you with any questions you may have regarding your learning in the AiCE program. If you need support or guidance on the content from the previous week, you can reach out to the AiCE Team through the AiCE Learner Community Space at the following link: [Ask The AiCE Team](https://member.theroom.com/community#c/ask-the-aice-team/). They will be able to provide you with the necessary assistance. If you require further help, please don't hesitate to contact us at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-03-10 11:25:45,4,125
ELe3ljN4Oa69,4openWzr4a7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-28 22:24:35,0,28
GRb48kO5VbBL,4openWzr4a7A,i need to deferred from that cohort,0,0,0,2024-03-28 22:24:36,1,7
M7e58lP6Kd2v,4openWzr4a7A,"I understand you're looking to defer from your current cohort. As per our deferment policy, we only accept requests to defer to the next cohort during week 1 and week 2 of the program. After week 2, deferral is no longer an option, and you would need to withdraw from the program. If you wish to proceed with deferral, please fill out the deferment form available on the portal during the specified timeframe. If you have any further questions or need assistance, feel free to reach out to us at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-03-28 22:24:37,2,125
MYer07MpkbOB,4w9aALVNPevM,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-16 02:41:38,0,28
YQdJZxjDldOG,QnXe0ZDm5bxr,what are the actions of tomorrow?,0,0,0,2024-05-12 19:00:10,27,7
y1aKOykXzaQG,QnXe0ZDm5bxr,"Tomorrow, you can expect to receive an email with more details about Karibu. Additionally, remember to stay engaged and participate actively in the program. If you have any questions or need assistance, feel free to reach out to us. We are here to support you every step of the way on your learning journey with ALX. Keep up the great work, and we look forward to seeing your continued progress and success! 🚀",1,0,0,2024-05-12 19:00:11,28,86
4QbY6nPKMdzq,QnXe0zEQvbxr,"Hello, what can I do for you?",1,0,0,2024-05-05 22:46:33,0,9
Jrb2RoB01bWL,QnXe0zEQvbxr,I’m unable to add the calendar invite link in my iPhone,0,0,0,2024-05-05 22:46:34,1,12
ELe3lpDAOa69,QnXe0zEQvbxr,"We recommend adding the calendar invite link using a computer instead of an iPhone to ensure a smooth process. If you encounter any difficulties, we have provided a step-by-step guide and a video tutorial to assist you in adding the calendar to your personal calendar. You can access the resources through the following links: 

Step-by-step guide: [Click here](https://drive.google.com/file/d/1NEnQYEaEmru7yWCYXpUWlblu-kv7w1OV/view?usp=sharing)
Video guide: [Click here](https://www.loom.com/share/1acf8f85cecc471bbf9a186db2c5023c?sid=51e13af8-737b-42ac-90d7-66b85f25e7eb)

If you encounter any further challenges, please feel free to reach out to our team at [ALX Africa's customer support](https://alxprograms.zendesk.com/hc/en-gb/requests/new) for personalized assistance.",1,0,0,2024-05-05 22:46:35,2,217
openZo43We7A,QnXe0zEQvbxr,Thank you,0,0,0,2024-05-05 22:47:15,3,2
JxboY045Begw,QnXe0zEQvbxr,"Thank you for providing the information from the ALX AiCE Knowledge Base. If you have any questions or need assistance related to your online learning experience, feel free to ask us. We are here to provide accurate and helpful responses based on the wealth of information available within our organization's resources.",1,0,0,2024-05-05 22:47:16,4,58
nXe0gmvQNdxr,QnXe0zME7bxr,"Hello, what can I do for you?",1,0,0,2024-05-06 09:43:30,0,9
jneg5G1zjbwZ,QnXe0zME7bxr,Hi. Please can i change the email i used to register for the program,0,0,0,2024-05-06 09:43:32,1,15
olej2k7D4ejN,QnXe0zME7bxr,"We are here to help you with your inquiry. Unfortunately, changing the email address used for registration is not possible through the portal. To address this issue, we recommend contacting our support team directly at https://alxprograms.zendesk.com/hc/en-gb/requests/new for further assistance.",1,0,0,2024-05-06 09:43:33,2,60
Vyb8qzn9rdvA,VolejjYlRejN,"Hello, what can I do for you?",1,0,0,2024-04-20 22:32:59,0,9
WPe98Ao2zdLy,VolejjYlRejN,How can I reach ALX support team,0,0,0,2024-04-20 22:33:00,1,8
nXe0goN9Ndxr,VolejjYlRejN,You can reach the ALX support team by submitting a ticket at https://alxprograms.zendesk.com/hc/en-gb/requests/new. Our team will respond to your inquiry as soon as possible.,1,0,0,2024-04-20 22:33:01,2,43
MvbmwjAvReYA,X46dBZJNQd79,"Yes, the ALX Learning Management System (LMS) referred to as Savanna is the platform where you can access all the learning materials for the AiCE program. It is integrated into The ALX community Portal under the Learning tab. Savanna is the central hub for your program engagement, containing communication tools, administration features, and learning resources necessary for your participation in the program. If you have any questions about accessing or using Savanna, feel free to reach out to us for assistance.",1,0,0,2024-05-14 08:32:11,4,99
4zbqjnGNydpr,X46dBZJNQd79,"Hello, what can I do for you?",1,0,0,2024-05-14 08:31:43,0,9
LDdwjwOWXb1Y,X46dBZJNQd79,hi what is alx learning management system,0,0,0,2024-05-14 08:31:45,1,8
jneg5ErzrbwZ,X46dBZJNQd79,"The ALX Learning Management System (LMS) is a platform designed to facilitate the learning process for participants in the ALX programs. It serves as the official tool for navigating the ALX program and The ALX Fellowship. To access the LMS, you will need to follow the instructions provided in the program materials or any communication sent to you regarding the platform. If you encounter any difficulties or have questions about using the LMS, feel free to reach out to us for assistance.",1,0,0,2024-05-14 08:31:46,2,97
pnelOgzGjdKB,X46dBZJNQd79,is it the same as savanna,0,0,0,2024-05-14 08:32:10,3,7
l9avgk6vXbG1,1YQdJwkVveOG,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-05-07 11:18:41,0,28
LDdwjl6wMb1Y,1YQdJwkVveOG,"Hello, am a bit confused on where am supposed to submit my projects.Like for in stance the first one for welcome to AiCE ,""let us know how you are going to change Africa and world using AI"" .is there a specific form for submission?",0,0,0,2024-05-07 11:18:43,1,52
X7axGmWrqeyv,1YQdJwkVveOG,Which program are you inquiring about? This will help us provide you with the most accurate guidance regarding where to submit your projects.,1,0,0,2024-05-07 11:18:44,2,26
4QbY6RDDndzq,1YQdJwkVveOG,The one for Alx AiCE:AI career essentials,0,0,0,2024-05-07 11:19:53,3,11
oQeZ4REERbpZ,1YQdJwkVveOG,"For the ALX AiCE - AI Career Essentials program, you can submit your projects through the designated submission form on the ALX Community Portal. This program is designed to teach essential AI literacy skills that will kickstart your career. If you have any further questions or need assistance with the submission process, feel free to let us know!",1,0,0,2024-05-07 11:19:54,4,67
N1aMjJlwObWm,1YQdJxVm9aOG,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-20 14:45:14,0,28
WZdP1zoj1eKg,1YQdJxVm9aOG,where are my peers,0,0,0,2024-03-20 14:45:16,1,4
YqaQ16pk0anj,1YQdJxVm9aOG,"Based on the information provided in our knowledge base, you can access a list of your peers available in your cohort and their contact information by referring to the respective documents in the ALX Foundations, ALX Community Portal, and ALX AiCE Knowledge Bases. You may also check the Savanna platform for peer assignments and further instructions on connecting with your peers. If you encounter difficulties in reaching your partner for a group project, you can explore the steps shared in your cohort's channel or contact your technical mentors on Discord. Remember, you will be assigned a peer's work to review automatically each week once you submit your milestone before the deadline. If you require additional assistance or specific details regarding your peers, please feel free to reach out to us through our support portal.",1,0,0,2024-03-20 14:45:17,2,153
N1aMj9YJPbWm,4open9nPld7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-26 17:27:03,0,28
J0dNx8ZYmaLO,4open9nPld7A,Hello,0,0,0,2024-03-26 17:27:05,1,1
3YaO7Z1PBaxq,4open9nPld7A,Hello! How can we assist you today?,1,0,0,2024-03-26 17:27:06,2,9
olej2nG8YejN,4open9nPld7A,I just  want to know  how you are doing to day,0,0,0,2024-03-26 17:27:47,3,13
pmbk5oJ7rezJ,4open9nPld7A,We are doing great today! How can we assist you further?,1,0,0,2024-03-26 17:27:48,4,13
pnelOpK77dKB,4open9nPld7A,Am better,0,0,0,2024-03-26 17:28:17,5,2
MvbmwELyEeYA,4open9nPld7A,I'm glad to hear that you're doing well! How can we assist you today?,1,0,0,2024-03-26 17:28:18,6,18
openZzMOYe7A,4open9nPld7A,Now,0,0,0,2024-03-26 17:28:20,7,1
JxboYONyAegw,4open9nPld7A,I'm here to help you with any questions you may have. How can we assist you today?,1,0,0,2024-03-26 17:28:21,8,20
4zbqj2PZkdpr,4open9nPld7A,What are different  programs  does alx offer,0,0,0,2024-03-26 17:28:58,9,10
MYer0YQ9WbOB,4open9nPld7A,"ALX offers various programs to cater to different learning needs. Our programs include ALX AiCE, data science, data analytics, cloud computing, front-end web developer, back-end web developer, and Salesforce administrator. These programs are designed to provide valuable skills and experiences to learners across Africa. If you would like more information on the diverse range of programs offered by ALX, you can explore additional details [here](https://tech.alxafrica.com/nigeria?utm_source=google&utm_medium=pmax&utm_campaign=la_2024q1&utm_term=tofu-applications-tech-lite-ng&utm_content=all&gclid=CjwKCAiAlJKuBhAdEiwAnZb7ldukJGvBUSyKSRV3uQ9-FgLncLD3F2yV9heGLqMG31MAHXVdXKJRVhoCLVEQAvD_BwE).",1,0,0,2024-03-26 17:28:59,10,191
X7axGlZ1Eeyv,4open9nPld7A,How many countries  alx operate in,0,0,0,2024-03-26 17:29:17,11,8
zPdy8m1XgbQr,4open9nPld7A,"ALX operates in various countries across Africa to provide valuable skills and experiences to learners. If you are interested in specific details regarding the countries where ALX operates, I recommend reaching out to our team for the most up-to-date information. You can contact our team [here](https://alxprograms.zendesk.com/hc/en-gb/requests/new) for further assistance.",1,0,0,2024-03-26 17:29:18,12,77
xkazmn2XOeJ0,4open9nPld7A,What is this uniqueness  of alx,0,0,0,2024-03-26 17:29:39,13,8
w9aAnmJ1pbvM,4open9nPld7A,"The uniqueness of ALX lies in our holistic approach to learning and personal development. Our programs, such as the ALX Foundation and ALX Fellowship, are designed to equip individuals with essential tools, soft skills, and technical expertise while also focusing on personal growth, character development, and aligning professional aspirations with personal values. Additionally, our community provides access to a diverse network, industry insights, career growth opportunities, and various learning resources to support continuous skill development and advancement in the tech industry. If you have further inquiries or require more detailed information, feel free to reach out to our team for personalized assistance.",1,0,0,2024-03-26 17:29:40,14,121
openZ6MXPe7A,4openA09Ed7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-15 07:08:11,0,28
JxboYXNKkegw,4openA09Ed7A,"Hello Im an in AICE PROGRAMME, and since two weeks im trying to update my work status but it's not working.",0,0,0,2024-04-15 07:08:12,1,26
8mepgLOKmdMy,4openA09Ed7A,"We recommend checking your internet connection and ensuring that you are using a compatible browser to update your work status. If the issue persists, please reach out to us via our support ticket system at https://alxprograms.zendesk.com/hc/en-gb/requests/new for further assistance.",1,0,0,2024-04-15 07:08:13,2,58
openZR62le7A,4openkP44a7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-17 17:26:12,0,28
JxboYZX3Kegw,4openkP44a7A,"Save a screenshot of the AI-generated user persona in your designated AiCE drive, and rename the file with the format (AI Created Userpersona). how do i execute this . give me a step by step procedure",0,0,0,2024-03-17 17:26:14,1,42
8mepgZL46dMy,4openkP44a7A,"To save a screenshot of the AI-generated user persona in your designated AiCE drive and rename the file as ""AI Created Userpersona,"" please follow these steps:

1. Access the AI-generated user persona that you want to save.
2. Take a screenshot of the user persona on your device.
3. Save the screenshot to your local drive.
4. Log in to your designated AiCE drive.
5. Upload the screenshot to your AiCE drive.
6. Once uploaded, locate the file and rename it as ""AI Created Userpersona.""

If you encounter any difficulties during this process, please feel free to reach out to ALX's team for further assistance at https://alxprograms.zendesk.com/hc/en-gb/requests/new.",1,0,0,2024-03-17 17:26:15,2,151
l9avgQRKnbG1,4openkPGPa7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-03-17 16:28:16,0,28
xkazm6QV2eJ0,4openkPGPa7A,Can we still access week 1 content when week 2 is released?,0,0,0,2024-03-17 16:28:18,1,15
w9aAn6WjjbvM,4openkPGPa7A,"Yes, you will be able to access the content from Week 1 even after Week 2 is released. The course content for each week remains accessible throughout the program duration. If you have any specific questions or need further assistance, feel free to reach out to us.",1,0,0,2024-03-17 16:28:19,2,54
openZNrG4e7A,4openWkO7a7A,"Hi, I'm LEA! How can I assist you today? 

(Please specify your programme in your question for more precise guidance)",1,0,0,2024-04-02 13:36:27,0,28
JxboY6QAzegw,4openWkO7a7A,from AICE my milestone 1 have been peer graded but is not added to my total average,0,0,0,2024-04-02 13:36:29,1,19
8mepgXQ91dMy,4openWkO7a7A,"It seems like your milestone 1 has been peer graded but is not reflecting in your total average. If your milestone has been peer graded and not added to your total average, please don't worry. All ungraded or failed milestones will be reviewed by ALX graders before the end of your program. This ensures that all your work is fairly assessed and included in your final performance evaluation. Just continue focusing on your tasks, and the ALX team will ensure that your grades are accurately reflected in your overall performance. If you have any further concerns, feel free to reach out to ALX's team for assistance.",1,0,0,2024-04-02 13:36:30,2,123
lNbWnj7jXayg,4openWkO7a7A,i didnt fail the milestone,0,0,0,2024-04-02 13:37:17,3,5
QBeX6koklbyK,4openWkO7a7A,"I understand that you mentioned your milestone was not added to your total average even though it was peer graded. It's essential to note that if a milestone is not added to your total average, it might be due to various reasons, such as technical glitches or delays in updating the system. 

Based on the information available in our knowledge base, it is crucial to ensure that all milestones are submitted on time to avoid any issues. However, if you have not failed the milestone, there might be a delay in updating your total average. 

I recommend keeping track of your progress and reaching out to ALX's team if you notice any discrepancies in your grades. They will be able to provide you with further assistance and clarify any concerns you may have. You can contact them at https://alxprograms.zendesk.com/hc/en-gb/requests/new for additional support.",1,0,0,2024-04-02 13:37:18,4,175
YqaQWZqv7dnj,4w9aA2EA1bvM,"Hello, I'm LEA, your experience assistant. How can I guide you today?",1,0,0,2024-03-04 07:45:28,0,18
y5eVOgyl5aEP,4w9aA2EA1bvM,"To join the portal and access your lessons, you must first receive an email invitation with instructions on how to create your portal account. Keep an eye on your inbox for the signup link. In the meantime, attend the virtual sessions to help you start the program. Once you receive the invite, you can use the link provided in the email to sign in or log into your portal.

If you encounter any issues or have not received the portal link, please be patient and wait for the email with the login details. If you are still facing challenges, you can refer to the troubleshooting steps provided in the knowledge base.

Is there anything else I can assist you with?",1,0,0,2024-03-04 07:45:31,2,132
l9avgJ9wgbG1,4w9aALVNPevM,Hello,0,0,0,2024-04-16 02:41:39,1,1
LDdwjgRxmb1Y,4w9aALVNPevM,"Before we proceed, could you please specify which program you are inquiring about? This will help us provide you with more accurate and tailored assistance.",1,0,0,2024-04-16 02:41:40,2,29
pmbk5MOgrezJ,4w9aALVNPevM,AICE program,0,0,0,2024-04-16 02:41:59,3,3
